"","Sex","First.Gen","Financial.Aid","Distance","Quaker","Athlete","Legacy","Num.Visits","Num.Virtual","Percent.Click","Interest.Area"
"3963","F",0,1,80.620137029118,0,1,0,1,0,0.0203045685279188,"NatSci"
"3964","M",1,1,15.6922580335823,0,0,0,1,0,0.0479452054794521,"Inter"
"3965","F",0,1,1431.45363867776,0,0,0,0,0,0.0303030303030303,"NatSci"
"3966","F",1,1,85.8741213473462,0,0,0,0,0,0,"NatSci"
"3967","F",0,1,2.68615813163277,0,0,0,0,0,0.0136986301369863,"NatSci"
"3968","M",1,1,81.1278799831928,0,1,0,1,0,0.0416666666666667,"SocSci"
"3969","M",1,1,79.2157013014042,0,0,0,0,0,0,"Undecided"
"3970","F",1,1,336.615119443189,1,0,0,1,0,0.0483870967741935,"SocSci"
"3971","M",0,1,799.346003458705,1,1,0,1,0,0.171428571428571,"Undecided"
"3972","M",0,1,1063.79126482657,0,1,0,0,0,0.032258064516129,"Undecided"
"3973","F",0,1,102.682189339027,0,0,0,2,0,0.114285714285714,"Inter"
"3974","F",0,1,368.711222334054,0,1,0,0,1,0.0283687943262411,"SocSci"
"3975","M",0,1,46.5404078387768,0,1,0,1,0,0.0148148148148148,"Undecided"
"3976","F",0,1,301.385104150906,0,1,0,1,0,0.18,"NatSci"
"3977","M",0,1,116.142877242468,0,1,0,1,0,0,"NatSci"
"3978","M",0,1,238.503085183375,0,0,0,1,0,0.0454545454545455,"Inter"
"3979","F",1,1,96.7609279055425,0,0,0,0,0,0,"Undecided"
"3980","M",1,1,16.4957267964943,0,0,0,1,0,0.0212765957446809,"Arts"
"3981","F",0,1,450.925909566824,0,0,0,1,1,0.166666666666667,"Inter"
"3982","M",1,0,108.77708480176,0,0,0,1,0,0.124031007751938,"SocSci"
"3983","M",0,0,1835.52688298615,0,1,0,0,0,0.0555555555555556,"NatSci"
"3984","M",0,1,208.750968049058,0,0,0,1,0,0.0967741935483871,"NatSci"
"3985","F",0,1,215.743644038202,0,1,0,0,0,0,"NatSci"
"3986","F",0,0,194.303647304635,0,0,0,1,0,0.0666666666666667,"NatSci"
"3987","F",0,1,516.933276376711,0,1,0,0,0,0.0769230769230769,"NatSci"
"3988","M",0,1,233.469720668319,0,1,0,0,0,0.037037037037037,"SocSci"
"3989","M",0,1,41.8588593172093,0,1,0,1,0,0.0140845070422535,"NatSci"
"3990","F",1,1,40.4390961951232,0,0,1,0,0,0.0381679389312977,"Arts"
"3991","M",0,1,786.36669504368,0,0,0,0,0,0.193548387096774,"NatSci"
"3992","F",0,0,555.855939304688,0,0,0,0,0,0.131578947368421,"SocSci"
"3993","F",1,1,49.4374493322769,0,0,0,0,0,0.0666666666666667,"SocSci"
"3994","F",1,1,232.941565843812,0,0,0,0,1,0.392857142857143,"NatSci"
"3995","M",1,1,414.957131947534,0,1,0,0,0,0.0208333333333333,"SocSci"
"3996","M",0,0,1331.52095268061,0,0,0,0,0,0.0769230769230769,"NatSci"
"3997","F",0,1,42.8634008697584,0,1,0,1,0,0.111111111111111,"NatSci"
"3998","F",1,1,94.9211017376695,0,0,0,0,0,0,"Arts"
"3999","M",1,1,45.9790473574856,0,1,0,1,0,0.0833333333333333,"SocSci"
"4000","F",0,1,392.692465541981,0,1,0,1,0,0.466666666666667,"NatSci"
"4001","M",0,1,207.490699716553,0,1,0,1,0,0,"Undecided"
"4002","M",0,1,805.052553480805,0,1,0,0,0,0.0454545454545455,"SocSci"
"4003","F",0,0,1067.94441695495,0,0,0,0,0,0.0555555555555556,"Undecided"
"4004","F",0,1,269.164027514188,0,1,0,1,0,0.00666666666666667,"SocSci"
"4005","M",0,1,738.150077257007,0,0,0,0,0,0.0886075949367089,"SocSci"
"4006","M",0,0,1694.68712825034,0,1,0,1,0,0,"SocSci"
"4007","F",0,0,580.545440284287,0,0,0,0,0,0.133333333333333,"NatSci"
"4008","F",0,1,475.457389413129,0,1,0,2,0,0.024390243902439,"NatSci"
"4009","M",0,1,530.403604224443,1,0,0,2,0,0.0566037735849057,"SocSci"
"4010","F",0,1,541.872427223271,0,0,0,1,0,0.268292682926829,"Undecided"
"4011","F",0,1,97.3093972850022,0,0,0,1,0,0.0769230769230769,"SocSci"
"4012","M",0,1,35.7668671596827,1,0,1,0,0,0.027027027027027,"Arts"
"4013","M",0,1,585.440274519437,0,0,0,0,0,0.0476190476190476,"SocSci"
"4014","M",0,1,449.911460655421,0,1,0,0,0,0,"SocSci"
"4015","M",0,1,1054.21799045914,0,0,0,0,0,0.028169014084507,"NatSci"
"4016","M",0,1,335.961847285566,0,1,0,2,0,0.0536912751677852,"Undecided"
"4017","F",1,1,200.881407377901,0,0,0,0,0,0.0161290322580645,"SocSci"
"4018","F",1,1,1962.30631776978,0,1,0,1,0,0.25,"Undecided"
"4019","F",0,1,50.4797984481664,0,1,0,0,0,0,"NatSci"
"4020","M",0,0,66.5353471890521,0,1,1,1,0,0.0104166666666667,"Undecided"
"4021","M",0,1,550.056531145747,1,0,0,0,0,0.0892857142857143,"SocSci"
"4022","F",0,1,49.7129663849354,0,1,0,0,0,0.173913043478261,"Humanities"
"4023","F",1,1,909.719342876896,0,0,0,0,0,0.0909090909090909,"SocSci"
"4024","F",0,1,148.59601204672,0,1,0,0,0,0,"SocSci"
"4025","M",1,1,52.6101328450492,0,1,0,0,0,0.67741935483871,"SocSci"
"4026","F",0,0,115.102967399896,0,1,0,1,0,0.0357142857142857,"SocSci"
"4027","M",1,1,154.364686505417,0,1,0,1,0,0.217391304347826,"SocSci"
"4028","M",0,1,527.724044741863,0,1,0,0,0,0.0666666666666667,"NatSci"
"4029","F",1,1,895.926245408403,0,0,0,0,0,0.0285714285714286,"NatSci"
"4030","F",1,1,51.7756565157371,0,0,0,0,0,0.0714285714285714,"NatSci"
"4031","F",0,1,1860.18080703269,0,0,0,0,0,0.111111111111111,"NatSci"
"4032","M",1,1,944.643069489564,0,0,0,0,0,0.236842105263158,"Undecided"
"4033","F",1,1,212.88087612992,0,0,0,1,1,0.0204081632653061,"NatSci"
"4034","F",0,0,588.170685319748,0,0,1,0,1,0.161490683229814,"SocSci"
"4035","M",1,1,476.499971570052,0,1,0,0,0,0.1875,"SocSci"
"4036","F",0,1,1996.18884762068,0,0,1,1,0,0.0588235294117647,"NatSci"
"4037","F",0,1,47.1069170008205,0,0,0,2,0,0.142857142857143,"SocSci"
"4038","F",1,1,1213.54082573722,0,0,0,0,0,0.0754716981132075,"Humanities"
"4039","F",1,1,115.15518173758,0,1,0,0,0,0.130434782608696,"NatSci"
"4040","F",0,1,1934.93450653809,0,1,0,1,0,0.0784313725490196,"SocSci"
"4041","M",0,1,45.9316885447343,0,1,0,1,0,0.05,"NatSci"
"4042","M",0,1,1332.1218429743,0,0,0,0,0,0.0833333333333333,"NatSci"
"4043","F",0,0,1985.46427982004,0,0,0,1,0,0.19047619047619,"SocSci"
"4044","F",0,1,99.1690928040106,0,1,0,0,0,0.0357142857142857,"NatSci"
"4045","M",0,0,188.126892240896,0,1,0,1,0,0.0132450331125828,"SocSci"
"4046","M",0,0,579.105738096379,0,0,0,0,1,0.0123456790123457,"Arts"
"4047","M",0,1,1863.01976459047,0,1,0,1,0,0.137931034482759,"Undecided"
"4048","F",0,1,292.230823838608,0,0,0,1,2,0.0633802816901408,"Undecided"
"4049","M",0,1,122.268653775587,0,0,0,0,0,0,"Humanities"
"4050","F",0,1,791.042753112113,0,1,0,1,0,0.117647058823529,"NatSci"
"4051","F",0,1,122.245423324531,0,0,0,1,1,0.00826446280991736,"Humanities"
"4052","M",0,1,250.140115504295,0,0,0,1,1,0.0504201680672269,"NatSci"
"4053","F",0,1,580.621211055736,0,0,0,1,0,0.0701754385964912,"SocSci"
"4054","F",1,1,189.527335444304,0,0,0,0,0,0,"Undecided"
"4055","M",0,1,8.32957114454069,0,0,1,1,0,0.0227272727272727,"SocSci"
"4056","M",0,1,423.13745263128,0,1,0,1,0,0,"SocSci"
"4057","M",0,1,1944.05740020039,0,0,0,0,0,0.0178571428571429,"NatSci"
"4058","M",1,0,1951.13850092684,0,1,0,0,0,0,"NatSci"
"4059","M",0,1,556.403058253324,0,0,0,1,0,0.0892857142857143,"Undecided"
"4060","F",0,1,40.0887507088719,0,1,0,0,0,0.0260869565217391,"SocSci"
"4061","F",1,1,284.86009195778,0,0,0,1,0,0.0952380952380952,"SocSci"
"4062","M",1,1,218.3598170168,0,1,0,1,3,0.116666666666667,"SocSci"
"4063","F",1,1,423.626650186198,0,0,0,0,0,0.0317460317460317,"NatSci"
"4064","M",0,1,571.579640554123,0,1,0,0,0,0,"NatSci"
"4065","F",0,1,49.5686486223186,0,0,0,2,0,0.128205128205128,"SocSci"
"4066","F",0,1,228.995878448445,0,0,0,0,0,0.0476190476190476,"Undecided"
"4067","M",0,1,580.387719402959,0,0,0,1,0,0.111111111111111,"SocSci"
"4068","F",0,1,45.4371777772483,0,0,0,0,0,0.0638297872340425,"Inter"
"4069","F",1,1,206.059668754372,0,0,0,0,0,0.0645161290322581,"Undecided"
"4070","M",0,0,2010.02623371555,0,0,0,0,1,0.0588235294117647,"NatSci"
"4071","M",0,0,1939.23997859299,0,1,0,0,0,0.0303030303030303,"SocSci"
"4072","M",0,1,263.217803762066,0,1,0,1,0,0,"Undecided"
"4073","F",0,1,1913.91801243473,0,1,0,0,0,0.032258064516129,"SocSci"
"4074","F",1,1,201.14289189624,0,0,0,1,0,0.00970873786407767,"Arts"
"4075","M",0,0,1081.08116603066,0,0,0,0,0,0.00746268656716418,"SocSci"
"4076","F",0,1,88.5462751728622,0,0,0,0,0,0.115384615384615,"Arts"
"4077","F",1,1,197.629773814251,0,0,0,0,0,0,"SocSci"
"4078","F",0,0,26.487523029618,0,0,0,0,0,0.0853658536585366,"SocSci"
"4079","M",0,1,2016.55424747113,0,0,0,0,0,0.02,"Undecided"
"4080","M",0,0,42.1932073109959,0,1,0,1,0,0.00704225352112676,"SocSci"
"4081","M",0,0,427.529423220104,0,1,0,1,0,0.0833333333333333,"SocSci"
"4082","F",1,1,203.769547073776,0,0,0,0,0,0.103448275862069,"SocSci"
"4083","M",0,1,714.341947529637,0,0,0,0,0,0.0263157894736842,"NatSci"
"4084","F",0,1,183.899173607672,0,0,0,0,0,0.0204081632653061,"SocSci"
"4085","F",0,1,50.7085411714085,0,0,0,1,0,0.00675675675675676,"SocSci"
"4086","F",0,1,1923.48690191444,0,1,0,1,0,0.117647058823529,"NatSci"
"4087","M",0,1,194.710808086217,0,0,0,0,0,0,"NatSci"
"4088","M",0,1,206.257425637099,0,0,0,0,0,0,"Inter"
"4089","M",1,1,105.403855831727,0,0,0,0,0,0.0555555555555556,"SocSci"
"4090","F",1,1,427.798090785666,0,0,0,0,0,0,"SocSci"
"4091","M",0,0,88.6412588877477,0,1,0,1,0,0.0175438596491228,"NatSci"
"4092","F",0,1,486.008986723807,0,1,0,0,1,0.0416666666666667,"NatSci"
"4093","F",1,1,1.49931970948958,0,0,0,0,0,0.0291970802919708,"Arts"
"4094","F",0,1,498.653546988928,0,1,0,2,1,0.158536585365854,"SocSci"
"4095","F",1,1,711.9420028659,0,0,0,0,0,0,"Humanities"
"4096","F",0,1,894.707679160946,0,1,0,0,0,0.08,"NatSci"
"4097","M",0,1,656.420233634585,0,0,0,1,0,0.166666666666667,"Humanities"
"4098","F",0,1,209.153218291294,0,0,0,0,0,0.02,"SocSci"
"4099","F",0,0,66.1396952586602,0,0,0,0,0,0.0769230769230769,"Undecided"
"4100","F",0,0,214.475255599391,0,0,0,0,0,0.01,"Humanities"
"4101","F",1,1,89.6142465346632,0,1,0,0,0,0.00966183574879227,"Undecided"
"4102","M",0,1,1936.90220419483,0,0,0,0,0,0.0357142857142857,"NatSci"
"4103","M",0,1,0.876330286231707,0,1,0,0,0,0,"NatSci"
"4104","F",0,1,504.820053658812,0,0,0,0,0,0,"Arts"
"4105","F",0,0,129.093880117914,0,0,0,2,0,0.129032258064516,"SocSci"
"4106","M",0,0,174.138634909225,0,0,0,0,0,0.0731707317073171,"NatSci"
"4107","M",0,0,1181.79607910036,0,0,0,0,0,0.03125,"SocSci"
"4108","F",1,1,135.501580584664,0,0,0,0,0,0,"Undecided"
"4109","M",0,1,178.421876507635,0,0,0,0,0,0.0208333333333333,"NatSci"
"4110","F",0,1,21.4331391556791,0,1,0,0,0,0.0169491525423729,"Humanities"
"4111","M",0,1,428.260013236369,0,1,0,0,0,0.121951219512195,"Humanities"
"4112","M",0,1,32.7588501351078,0,1,0,0,0,0.0416666666666667,"NatSci"
"4113","M",0,0,1.93172824836587,0,1,0,1,0,0.0220588235294118,"NatSci"
"4114","M",0,0,102.146428361663,0,0,0,1,0,0.0701754385964912,"SocSci"
"4115","M",0,1,31.2575547707338,0,1,0,1,0,0.00917431192660551,"SocSci"
"4116","F",0,1,2.14596073453082,0,0,0,0,0,0.117647058823529,"NatSci"
"4117","F",0,1,417.04440136369,0,0,0,0,0,0.125,"Undecided"
"4118","F",1,1,1231.2647936343,0,0,0,0,0,0,"NatSci"
"4119","F",0,0,73.6631639170079,0,0,0,0,0,0.00952380952380952,"SocSci"
"4120","F",0,1,200.715905202201,0,1,0,0,0,0,"Undecided"
"4121","M",0,1,89.2903265582232,0,1,0,1,0,0.1,"Undecided"
"4122","M",0,1,560.086630737767,0,0,0,0,0,0.142857142857143,"SocSci"
"4123","F",0,1,222.354082157575,0,1,0,1,1,0.0578512396694215,"SocSci"
"4124","F",1,1,236.814460596731,0,0,0,1,0,0.02,"Undecided"
"4125","F",1,1,182.297300679095,0,1,0,0,0,0,"Undecided"
"4126","M",1,1,195.305174893722,0,0,0,0,0,0,"Undecided"
"4127","F",1,1,119.259985049532,0,0,0,0,0,0,"Arts"
"4128","M",1,1,430.954388390222,0,0,0,1,0,0.0306122448979592,"NatSci"
"4129","F",0,1,431.317781021364,0,0,0,0,0,0.157894736842105,"SocSci"
"4130","F",0,1,2001.24360937908,0,1,0,0,0,0.136363636363636,"Humanities"
"4131","F",0,1,505.705997219563,0,0,0,1,0,0.0540540540540541,"NatSci"
"4132","M",0,0,256.545645948298,0,0,1,0,0,0.032258064516129,"SocSci"
"4133","F",0,1,402.8714433791,0,0,1,1,0,0.181818181818182,"SocSci"
"4134","M",0,1,911.971004718794,0,1,0,1,0,0.0454545454545455,"Undecided"
"4135","M",1,1,1.83371149149275,0,1,0,1,0,0.0666666666666667,"NatSci"
"4136","F",0,1,422.237380866804,0,0,0,0,0,0.0163934426229508,"Arts"
"4137","F",1,1,51.3976063004969,0,1,0,0,0,0.0317460317460317,"Undecided"
"4138","F",0,0,464.612671099424,0,1,0,0,0,0,"NatSci"
"4139","F",0,1,995.002785837573,0,0,0,0,0,0.0131578947368421,"Undecided"
"4140","F",0,1,1926.65059177011,0,0,0,0,0,0.064,"NatSci"
"4141","M",0,1,1850.33788165735,0,1,0,0,0,0,"SocSci"
"4142","F",0,1,95.306287336807,0,1,0,0,0,0.576923076923077,"NatSci"
"4143","M",0,1,593.721624110653,0,1,0,1,0,0.260869565217391,"Humanities"
"4144","M",0,0,437.625537336237,0,1,0,1,0,0.0833333333333333,"NatSci"
"4145","M",1,0,56.7682883135787,0,0,0,0,0,0.0769230769230769,"SocSci"
"4146","F",0,1,77.9654542892764,0,1,0,1,0,0.0263157894736842,"Undecided"
"4147","F",0,1,62.8129057156497,0,0,0,0,0,0,"NatSci"
"4148","F",0,1,580.706002237295,0,0,0,0,0,0.181818181818182,"Undecided"
"4149","M",1,1,181.561262249197,0,0,0,0,0,0.0357142857142857,"Arts"
"4150","F",1,1,45.23536084197,0,0,0,0,0,0.0555555555555556,"SocSci"
"4151","F",0,1,50.2705884350438,0,0,1,2,0,0.0285714285714286,"Inter"
"4152","M",0,1,79.4358187333358,0,1,0,1,0,0.0247933884297521,"NatSci"
"4153","M",0,0,301.315966385273,0,0,0,1,0,0.0540540540540541,"Humanities"
"4154","F",0,1,165.606322890645,0,0,0,1,0,0.00588235294117647,"SocSci"
"4155","M",0,1,710.385753237405,0,1,0,0,1,0.111111111111111,"SocSci"
"4156","F",1,1,914.985158195376,0,0,0,0,0,0,"NatSci"
"4157","M",1,1,49.8268533553752,0,0,0,1,0,0.142857142857143,"Inter"
"4158","F",0,1,256.731079809041,0,0,0,1,0,0.0666666666666667,"SocSci"
"4159","F",0,1,326.988195898062,0,0,0,0,0,0.295454545454545,"Undecided"
"4160","M",0,1,1426.82613685751,0,1,0,0,0,0.185185185185185,"Undecided"
"4161","M",0,1,490.063914422944,0,1,0,0,0,0.0434782608695652,"NatSci"
"4162","M",0,1,70.6728467008753,0,0,0,0,0,0,"NatSci"
"4163","F",0,1,796.655188550595,0,0,1,0,1,0.0168067226890756,"Undecided"
"4164","F",1,1,580.19220948974,0,0,0,0,0,0.2,"Humanities"
"4165","F",0,1,88.8612882626639,0,1,0,1,0,0.0583333333333333,"Inter"
"4166","F",0,1,62.0592015794947,0,1,0,1,0,0.102564102564103,"NatSci"
"4167","F",0,1,497.710351772216,1,1,0,0,0,0.075,"SocSci"
"4168","M",0,0,44.5646511755949,0,1,0,1,0,0.0121951219512195,"Undecided"
"4169","M",0,1,67.2629557085416,0,0,0,0,0,0,"SocSci"
"4170","F",0,1,1062.96075026577,0,0,0,0,0,0.00892857142857143,"SocSci"
"4171","M",1,1,1932.13050015994,0,0,0,1,0,0.2,"NatSci"
"4172","M",1,1,915.88787292115,0,0,0,0,0,0.0166666666666667,"Undecided"
"4173","M",1,1,923.393691312885,0,1,0,1,0,0.142857142857143,"NatSci"
"4174","M",0,0,738.927137696756,0,0,0,0,0,0.0476190476190476,"SocSci"
"4175","M",0,1,363.006427885391,0,0,0,1,0,0.0178571428571429,"NatSci"
"4176","M",0,1,550.607300520257,0,0,0,1,0,0.0819672131147541,"Inter"
"4177","F",0,0,197.108799360562,0,0,0,0,0,0,"Undecided"
"4178","F",0,1,318.970003654145,0,0,0,0,0,0.03125,"SocSci"
"4179","M",0,0,130.081506694899,0,1,0,1,0,0.0294117647058824,"NatSci"
"4180","F",1,1,99.5483913007659,0,1,0,1,0,0.0476190476190476,"SocSci"
"4181","M",0,0,44.2549000723385,0,1,0,1,0,0.0227272727272727,"SocSci"
"4182","M",0,1,1200.49604745383,0,1,0,0,0,0.0140845070422535,"NatSci"
"4183","M",0,1,301.253047044986,0,1,0,0,0,0,"Undecided"
"4184","M",1,1,177.049099201297,0,0,0,0,0,0,"NatSci"
"4185","F",0,0,88.9516828885734,0,1,0,2,0,0.0112359550561798,"SocSci"
"4186","F",1,1,1993.40685635981,0,0,0,1,0,0.171428571428571,"NatSci"
"4187","F",1,1,469.512692739796,0,0,0,0,0,0.0645161290322581,"SocSci"
"4188","M",1,1,149.08765022697,0,0,0,0,0,0,"Undecided"
"4189","F",1,1,436.81905694745,0,0,0,0,0,0,"NatSci"
"4190","M",1,1,768.36509760824,0,0,0,0,0,0.1875,"SocSci"
"4191","M",1,1,41.5290741695123,0,0,0,0,0,0.111111111111111,"SocSci"
"4192","M",0,0,53.4846507702772,0,1,0,1,0,0.0465116279069767,"Undecided"
"4193","F",0,1,15.4324252545512,0,0,0,0,0,0.0224719101123595,"Undecided"
"4194","F",0,0,274.871091686692,0,1,0,1,0,0,"NatSci"
"4195","F",1,1,92.2632927350044,0,0,0,0,0,0.012987012987013,"SocSci"
"4196","M",0,1,59.9986010764364,0,1,0,0,0,0,"NatSci"
"4197","M",0,1,44.9023001432046,0,0,0,2,0,0.0598290598290598,"Inter"
"4198","F",0,1,823.797166782239,0,0,0,0,0,0.0434782608695652,"Undecided"
"4199","M",0,0,598.882528543292,0,0,0,0,0,0.0526315789473684,"SocSci"
"4200","M",0,0,206.19207644596,0,0,0,0,0,0.0555555555555556,"SocSci"
"4201","F",1,1,1566.19831635603,0,0,0,0,0,0,"NatSci"
"4202","M",0,1,1008.21207140682,0,0,0,0,0,0.0294117647058824,"NatSci"
"4203","F",1,1,191.918797362686,0,0,0,0,0,0.0555555555555556,"NatSci"
"4204","F",0,1,207.62897753817,0,0,0,0,0,0,"SocSci"
"4205","F",1,1,591.575308018805,0,0,0,0,0,0,"Arts"
"4206","M",1,1,741.676153596314,0,1,0,0,0,0.310344827586207,"NatSci"
"4207","M",0,0,179.594398641139,0,1,0,0,0,0,"SocSci"
"4208","F",0,1,429.980817729009,0,0,0,0,0,0.214285714285714,"Undecided"
"4209","F",0,0,1070.65909358576,1,0,1,1,0,0.038961038961039,"Arts"
"4210","F",0,1,555.426848111575,0,1,0,1,0,0.0227272727272727,"NatSci"
"4211","M",0,1,258.079989494326,0,0,0,0,0,0.00763358778625954,"NatSci"
"4212","F",0,0,174.213149244964,0,0,0,1,0,0.125,"Inter"
"4213","F",0,1,1864.44838370515,0,1,0,0,0,0.05,"NatSci"
"4214","M",0,1,35.5191783167233,0,1,0,1,0,0.0294117647058824,"Inter"
"4215","M",1,1,1665.81960357522,0,1,0,0,0,0,"NatSci"
"4216","F",0,1,54.7723370345519,0,0,0,1,0,0.142857142857143,"Humanities"
"4217","F",0,1,419.976521335387,0,0,0,1,0,0.193548387096774,"SocSci"
"4218","F",0,1,49.3981762595599,0,0,0,0,0,0,"NatSci"
"4219","M",0,1,64.5088717009123,0,1,0,0,0,0.0232558139534884,"SocSci"
"4220","M",0,1,405.426591393085,0,1,0,1,0,0.0152671755725191,"NatSci"
"4221","F",1,1,895.592302381213,0,1,0,0,0,0.222222222222222,"NatSci"
"4222","F",0,1,142.780870408424,0,0,0,1,0,0.214285714285714,"SocSci"
"4223","F",0,1,39.3608534822289,0,1,0,3,0,0.244897959183673,"SocSci"
"4224","F",0,1,31.8041453795634,0,1,0,0,0,0,"NatSci"
"4225","F",0,1,136.075102754923,0,1,0,0,0,0.03125,"NatSci"
"4226","F",0,0,739.7130072738,0,0,0,0,0,0.0606060606060606,"SocSci"
"4227","F",0,1,14.4455442304316,0,0,0,0,0,0,"SocSci"
"4228","F",0,1,549.791442234476,0,0,0,0,2,0.0540540540540541,"SocSci"
"4229","M",0,0,143.960438624542,0,1,1,1,0,0,"SocSci"
"4230","F",0,1,439.094271672412,0,1,1,1,0,0.222222222222222,"Humanities"
"4231","F",0,0,731.367134863273,0,0,0,0,4,0,"Arts"
"4232","M",0,0,68.3598507683675,0,0,0,0,0,0.0416666666666667,"NatSci"
"4233","F",0,0,213.274751559564,0,0,0,0,0,0.179487179487179,"Humanities"
"4234","M",0,1,451.427986161316,1,0,1,1,0,0.272727272727273,"NatSci"
"4235","M",0,0,819.642245003614,0,1,0,0,0,0.0526315789473684,"SocSci"
"4236","F",1,1,178.526162005024,0,0,0,0,0,0.0789473684210526,"NatSci"
"4237","M",0,1,523.907885338472,0,0,0,0,0,0.0348837209302326,"Undecided"
"4238","F",1,1,43.2221218092805,1,0,0,2,0,0.148936170212766,"Arts"
"4239","F",1,1,895.592302381213,0,1,0,0,0,0,"NatSci"
"4240","F",1,1,623.08449915324,0,0,0,0,0,0.120689655172414,"SocSci"
"4241","M",1,1,67.7013781160221,0,0,0,1,0,0.0151515151515152,"Arts"
"4242","F",0,1,508.748081376263,0,1,1,0,0,0.181818181818182,"Humanities"
"4243","F",0,1,533.89696024073,0,1,0,0,0,0.0194805194805195,"NatSci"
"4244","F",0,1,129.273617925294,0,0,1,1,0,0.016,"NatSci"
"4245","M",0,0,416.83562507621,0,0,0,1,0,0.0444444444444444,"Arts"
"4246","M",0,1,496.995782056233,0,1,0,0,0,0,"SocSci"
"4247","M",1,1,924.389183269887,0,0,0,0,0,0.0138888888888889,"Undecided"
"4248","F",0,0,13.0768176113991,0,1,0,0,0,0.0666666666666667,"Arts"
"4249","M",0,0,241.029369484184,0,1,0,0,0,0.0104166666666667,"Undecided"
"4250","F",1,1,400.77526465791,0,1,0,0,1,0.0144927536231884,"Arts"
"4251","M",0,1,57.1188987796604,0,1,0,1,0,0.025,"NatSci"
"4252","M",0,1,737.690396696309,0,0,0,1,0,0.0337078651685393,"SocSci"
"4253","F",1,1,64.4251742986273,0,0,0,0,0,0,"SocSci"
"4254","F",1,1,80.3136983523443,0,1,0,1,0,0.0454545454545455,"Undecided"
"4255","M",0,1,43.7821700841169,0,1,0,1,0,0.1125,"NatSci"
"4256","F",1,1,66.8436598154722,0,1,0,1,1,0.18,"NatSci"
"4257","M",1,1,231.382612618315,0,1,0,0,0,0.0178571428571429,"NatSci"
"4258","F",1,1,12.0230301121913,1,1,0,0,0,0.0285714285714286,"NatSci"
"4259","M",0,1,212.442820987583,0,1,0,0,0,0.25,"NatSci"
"4260","F",0,1,166.009442124631,0,0,0,2,2,0.125,"NatSci"
"4261","M",0,1,93.1096877599506,0,0,0,1,0,0.037037037037037,"NatSci"
"4262","M",1,1,413.626453811441,0,0,0,0,0,0.105263157894737,"SocSci"
"4263","F",0,1,1327.74417778163,0,1,0,0,0,0.1,"NatSci"
"4264","M",0,1,56.4942526389202,0,1,0,1,0,0.0185185185185185,"Inter"
"4265","M",0,1,213.836633422783,0,0,0,1,0,0.0588235294117647,"SocSci"
"4266","F",0,1,1934.11682788862,0,1,0,0,0,0.0434782608695652,"Undecided"
"4267","M",0,1,210.541956831106,0,0,0,0,0,0.0769230769230769,"NatSci"
"4268","M",0,0,203.199248063779,0,1,0,1,0,0.0833333333333333,"Humanities"
"4269","F",0,1,116.472162145946,0,0,0,0,0,0,"SocSci"
"4270","M",0,1,274.609715568242,0,0,1,2,0,0.0517241379310345,"NatSci"
"4271","F",0,0,106.029343234189,0,0,0,1,0,0.136363636363636,"NatSci"
"4272","M",0,1,43.984838074079,0,0,0,1,0,0,"SocSci"
"4273","M",0,0,80.7228993464927,0,0,0,0,0,0.0317460317460317,"NatSci"
"4274","M",1,1,923.316606073186,0,0,0,0,0,0.0166666666666667,"NatSci"
"4275","F",0,1,429.592867370753,0,0,0,1,1,0.0338983050847458,"SocSci"
"4276","F",1,0,106.265887287997,1,0,0,0,0,0.0289017341040462,"SocSci"
"4277","F",1,1,63.6780585420541,0,0,0,0,0,0,"NatSci"
"4278","F",0,1,114.283400148694,0,0,0,0,0,0.032258064516129,"Undecided"
"4279","F",0,1,553.970044291583,0,0,0,0,0,0.00746268656716418,"NatSci"
"4280","M",0,1,281.920305638305,0,0,0,0,0,0.0588235294117647,"NatSci"
"4281","F",0,1,68.9047646469293,0,1,0,0,0,0.257142857142857,"Inter"
"4282","F",1,1,133.799742100687,0,1,0,0,0,0.0126582278481013,"SocSci"
"4283","M",0,1,626.75779487269,0,1,0,1,1,0.0479452054794521,"NatSci"
"4284","F",0,1,73.3273267253448,0,1,0,1,0,0.0138888888888889,"NatSci"
"4285","F",1,1,1942.65217463296,0,0,0,0,1,0.125,"Inter"
"4286","M",0,0,59.9088272650193,0,0,0,0,0,0,"NatSci"
"4287","F",0,0,1889.58694741121,0,0,0,0,3,0.114093959731544,"NatSci"
"4288","F",1,1,79.9211250763607,0,0,0,0,0,0,"Arts"
"4289","F",0,1,906.568310309777,0,1,0,1,0,0.0952380952380952,"NatSci"
"4290","F",1,1,116.075323179083,0,0,0,1,1,0.0884955752212389,"SocSci"
"4291","M",1,1,115.464171227319,0,0,0,0,0,0,"NatSci"
"4292","F",0,1,4408.20521270354,0,1,0,0,0,0.0350877192982456,"SocSci"
"4293","F",0,1,419.854506791464,1,0,0,1,0,0.04,"SocSci"
"4294","F",0,1,64.9240536095079,0,0,0,1,0,0.0566037735849057,"Humanities"
"4295","M",0,1,1082.17495967243,0,0,0,0,0,0.0227272727272727,"Inter"
"4296","F",1,1,842.475572564519,0,1,0,0,0,0.04,"Undecided"
"4297","F",0,0,129.78371856125,0,1,0,1,0,0,"SocSci"
"4298","F",0,0,129.04338667842,0,1,0,0,0,0.02,"Undecided"
"4299","F",0,1,185.382337582809,0,0,0,0,0,0.0285714285714286,"NatSci"
